order_id,creation_time,product_ids
2368,2022-08-26 19:16:54.000000,"{30, 30, 52}"
2369,2022-08-26 19:16:54.000000,{75}
2370,2022-08-26 19:17:30.000000,"{63, 80, 87, 57}"
2371,2022-08-26 19:17:52.000000,"{25, 73}"
2372,2022-08-26 19:18:44.000000,"{78, 67, 62}"
2373,2022-08-26 19:20:02.000000,"{82, 10, 46, 86}"
2374,2022-08-26 19:20:13.000000,"{15, 53, 56, 80, 63}"
2375,2022-08-26 19:21:23.000000,"{62, 72, 75}"
2376,2022-08-26 19:21:51.000000,"{23, 76, 11, 20}"
2377,2022-08-26 19:22:31.000000,"{35, 58, 70}"
2378,2022-08-26 19:22:32.000000,{65}
2380,2022-08-26 19:25:18.000000,"{23, 3, 60}"
2382,2022-08-26 19:25:30.000000,"{28, 74, 67, 3, 17}"
2384,2022-08-26 19:26:36.000000,"{30, 82}"
2385,2022-08-26 19:27:20.000000,"{62, 38}"
2386,2022-08-26 19:27:51.000000,"{54, 48, 35}"
2388,2022-08-26 19:29:03.000000,"{27, 84, 77, 39}"
2389,2022-08-26 19:29:16.000000,"{47, 75, 78, 32}"
2390,2022-08-26 19:29:32.000000,"{24, 10, 29, 46, 79, 34}"
2391,2022-08-26 19:29:46.000000,{74}
2392,2022-08-26 19:31:55.000000,"{82, 76, 66, 84}"
2393,2022-08-26 19:32:33.000000,"{4, 20, 81}"
2395,2022-08-26 19:34:02.000000,"{47, 40, 33, 12}"
2396,2022-08-26 19:34:05.000000,"{1, 54, 76}"
2397,2022-08-26 19:35:53.000000,"{32, 32, 69, 45}"
2398,2022-08-26 19:36:14.000000,"{65, 63, 2, 60}"
2399,2022-08-26 19:36:28.000000,"{7, 75, 72, 23}"
2400,2022-08-26 19:36:34.000000,"{50, 54, 63}"
2401,2022-08-26 19:36:41.000000,"{38, 33, 44, 18, 35}"
2402,2022-08-26 19:36:51.000000,"{7, 46, 14, 76}"
2404,2022-08-26 19:37:50.000000,"{80, 62}"
2405,2022-08-26 19:37:57.000000,"{76, 31, 2, 64}"
2406,2022-08-26 19:38:12.000000,"{65, 20, 79, 52}"
2407,2022-08-26 19:38:18.000000,"{3, 33, 17, 55, 81}"
2408,2022-08-26 19:38:35.000000,"{80, 67}"
2410,2022-08-26 19:39:09.000000,"{77, 6}"
2411,2022-08-26 19:39:38.000000,"{2, 50, 1}"
2412,2022-08-26 19:41:26.000000,"{9, 57}"
2413,2022-08-26 19:44:24.000000,"{67, 77, 17}"
2414,2022-08-26 19:45:10.000000,"{65, 39, 51, 34}"
2415,2022-08-26 19:45:38.000000,"{3, 34, 33, 19}"
2416,2022-08-26 19:45:57.000000,"{2, 6, 46}"
2417,2022-08-26 19:46:21.000000,"{18, 5, 31}"
2418,2022-08-26 19:46:28.000000,"{25, 58, 71, 69, 6, 64, 52}"
2419,2022-08-26 19:48:48.000000,"{71, 63}"
2420,2022-08-26 19:49:00.000000,"{46, 17, 17, 74}"
2421,2022-08-26 19:49:05.000000,{31}
2422,2022-08-26 19:49:13.000000,"{71, 33, 50}"
2423,2022-08-26 19:51:58.000000,"{82, 7, 1}"
2424,2022-08-26 19:52:16.000000,"{33, 24, 56, 64}"
2425,2022-08-26 19:53:54.000000,"{9, 33, 77, 75}"
2426,2022-08-26 19:54:27.000000,"{78, 65, 83}"
2427,2022-08-26 19:54:39.000000,"{57, 26}"
2429,2022-08-26 19:55:55.000000,"{1, 60}"
2430,2022-08-26 20:00:24.000000,"{40, 46}"
2431,2022-08-26 20:01:13.000000,"{65, 65, 24, 67}"
2432,2022-08-26 20:03:33.000000,"{1, 22, 40}"
2433,2022-08-26 20:04:41.000000,"{46, 41, 47}"
2435,2022-08-26 20:07:07.000000,"{50, 21, 57, 33}"
2436,2022-08-26 20:08:25.000000,"{24, 70, 36, 23, 46}"
2437,2022-08-26 20:09:13.000000,"{32, 25}"
2438,2022-08-26 20:11:26.000000,"{76, 33, 72}"
2439,2022-08-26 20:11:42.000000,{20}
2440,2022-08-26 20:12:01.000000,"{25, 72, 18, 63}"
2441,2022-08-26 20:12:27.000000,"{47, 84, 64, 27}"
2442,2022-08-26 20:13:16.000000,"{46, 65, 26, 21, 65}"
2443,2022-08-26 20:13:17.000000,"{9, 14, 63}"
2444,2022-08-26 20:14:06.000000,"{70, 68, 58}"
2445,2022-08-26 20:14:25.000000,"{64, 35, 14, 63}"
2446,2022-08-26 20:14:52.000000,"{32, 30, 1, 39}"
2447,2022-08-26 20:16:57.000000,"{5, 40, 18}"
2448,2022-08-26 20:17:27.000000,"{66, 84}"
2450,2022-08-26 20:18:21.000000,"{73, 53, 83}"
2451,2022-08-26 20:19:31.000000,"{3, 27}"
2452,2022-08-26 20:19:41.000000,"{31, 72}"
2453,2022-08-26 20:20:18.000000,"{25, 46, 14, 11}"
2454,2022-08-26 20:20:35.000000,"{62, 18, 22, 15, 29, 65, 50}"
2456,2022-08-26 20:21:40.000000,"{29, 46, 74}"
2457,2022-08-26 20:22:24.000000,"{10, 40, 71, 74}"
2458,2022-08-26 20:23:38.000000,"{10, 34, 79}"
2459,2022-08-26 20:23:40.000000,"{15, 53, 5}"
2460,2022-08-26 20:23:52.000000,"{63, 23, 60, 46, 62, 9}"
2461,2022-08-26 20:24:03.000000,"{56, 34, 57, 77}"
2462,2022-08-26 20:24:17.000000,"{57, 23, 33, 54}"
2463,2022-08-26 20:25:09.000000,"{2, 7, 70, 50, 82}"
2464,2022-08-26 20:25:56.000000,"{53, 64, 1, 6}"
2465,2022-08-26 20:26:04.000000,"{8, 57, 56, 77, 20, 31}"
2466,2022-08-26 20:26:13.000000,"{74, 83, 3}"
2467,2022-08-26 20:27:42.000000,"{43, 67, 31, 48}"
2469,2022-08-26 20:29:43.000000,"{43, 50, 66}"
2472,2022-08-26 20:30:19.000000,"{20, 47, 75, 30}"
2471,2022-08-26 20:30:19.000000,"{39, 34}"
2474,2022-08-26 20:31:24.000000,"{6, 85, 58}"
2475,2022-08-26 20:32:05.000000,"{34, 1, 72, 76}"
2476,2022-08-26 20:32:37.000000,"{30, 29}"
2477,2022-08-26 20:33:18.000000,"{53, 64, 29, 31}"
2479,2022-08-26 20:35:16.000000,"{46, 14, 56}"
2480,2022-08-26 20:36:14.000000,"{71, 2, 63, 22, 1}"
2481,2022-08-26 20:36:26.000000,"{66, 16, 30, 51, 15}"
2483,2022-08-26 20:37:21.000000,{66}
2484,2022-08-26 20:37:22.000000,"{18, 74, 40}"
2485,2022-08-26 20:37:30.000000,"{1, 76, 2, 54, 57, 17}"
2486,2022-08-26 20:38:42.000000,"{38, 67, 35, 40}"
2487,2022-08-26 20:40:38.000000,"{77, 17, 13, 26, 65}"
2488,2022-08-26 20:41:53.000000,"{63, 28, 47, 71, 41}"
2489,2022-08-26 20:41:53.000000,"{77, 38}"
2490,2022-08-26 20:42:38.000000,"{16, 40, 18, 39, 30}"
2491,2022-08-26 20:42:56.000000,"{38, 57, 31, 57, 57}"
2492,2022-08-26 20:43:05.000000,"{26, 76, 14}"
2493,2022-08-26 20:43:29.000000,"{76, 54, 31}"
2494,2022-08-26 20:44:54.000000,"{57, 21, 2}"
2495,2022-08-26 20:45:18.000000,"{46, 46}"
2496,2022-08-26 20:45:54.000000,{16}
2497,2022-08-26 20:45:55.000000,"{1, 81, 12, 14}"
2498,2022-08-26 20:46:46.000000,"{63, 25, 62, 24}"
2499,2022-08-26 20:47:20.000000,"{25, 4}"
2500,2022-08-26 20:47:32.000000,"{74, 5, 53}"
2501,2022-08-26 20:47:38.000000,"{41, 67, 76, 46}"
2504,2022-08-26 20:49:12.000000,"{64, 78, 43, 1, 39}"
2505,2022-08-26 20:52:12.000000,"{25, 41}"
2506,2022-08-26 20:52:15.000000,"{30, 77, 71, 70, 31}"
2507,2022-08-26 20:53:00.000000,"{40, 28, 83}"
2508,2022-08-26 20:53:02.000000,"{40, 6, 34, 83}"
2509,2022-08-26 20:53:55.000000,"{39, 1}"
2510,2022-08-26 20:53:57.000000,"{21, 17}"
2511,2022-08-26 20:54:03.000000,"{80, 54, 65, 38}"
2512,2022-08-26 20:54:14.000000,"{56, 33, 63}"
2513,2022-08-26 20:55:04.000000,"{5, 14}"
2514,2022-08-26 20:55:34.000000,"{35, 65, 24, 9}"
2515,2022-08-26 20:56:28.000000,"{39, 35, 20}"
2516,2022-08-26 20:56:45.000000,"{63, 64, 57}"
2517,2022-08-26 20:56:48.000000,"{18, 47}"
2518,2022-08-26 20:57:10.000000,"{40, 9, 14, 25}"
2519,2022-08-26 20:57:31.000000,"{6, 32, 18, 80, 65}"
2520,2022-08-26 20:57:59.000000,"{17, 48, 78, 2}"
2521,2022-08-26 21:00:58.000000,"{87, 56, 47}"
2522,2022-08-26 21:01:28.000000,"{55, 69, 60}"
2523,2022-08-26 21:01:32.000000,"{35, 31}"
2524,2022-08-26 21:02:24.000000,"{86, 57}"
2526,2022-08-26 21:03:03.000000,"{62, 5}"
2527,2022-08-26 21:03:14.000000,"{69, 38, 65, 62}"
2529,2022-08-26 21:04:56.000000,"{4, 30, 10, 64}"
2530,2022-08-26 21:05:05.000000,"{56, 77, 39, 62, 78, 34}"
2532,2022-08-26 21:08:17.000000,"{79, 42, 1, 10, 77}"
2534,2022-08-26 21:12:17.000000,"{51, 56, 33, 2, 38, 34}"
2535,2022-08-26 21:12:59.000000,"{79, 74, 17, 56}"
2536,2022-08-26 21:13:09.000000,"{8, 82, 22}"
2537,2022-08-26 21:13:23.000000,"{84, 71, 67}"
2538,2022-08-26 21:14:18.000000,"{29, 20, 62}"
2539,2022-08-26 21:14:51.000000,"{47, 28, 30}"
2540,2022-08-26 21:15:37.000000,"{60, 26}"
2541,2022-08-26 21:16:07.000000,"{51, 70, 1, 56}"
2542,2022-08-26 21:16:21.000000,{52}
2544,2022-08-26 21:16:34.000000,"{63, 42, 26, 32}"
2545,2022-08-26 21:16:49.000000,"{77, 6, 23, 22, 26}"
2546,2022-08-26 21:17:11.000000,"{17, 77, 33}"
2547,2022-08-26 21:17:24.000000,"{83, 20}"
2548,2022-08-26 21:17:40.000000,"{57, 76, 2, 28, 20}"
2551,2022-08-26 21:18:24.000000,"{3, 53, 84, 52}"
2552,2022-08-26 21:19:01.000000,"{31, 27, 54, 62}"
2553,2022-08-26 21:19:02.000000,"{37, 73, 52, 33, 70, 71}"
2554,2022-08-26 21:19:18.000000,"{70, 37, 45, 23, 46}"
2555,2022-08-26 21:20:18.000000,"{77, 74, 71, 25}"
2556,2022-08-26 21:20:30.000000,"{81, 69, 32}"
2557,2022-08-26 21:21:20.000000,"{33, 27, 40}"
2558,2022-08-26 21:22:19.000000,"{57, 1}"
2559,2022-08-26 21:22:46.000000,"{65, 62}"
2560,2022-08-26 21:22:57.000000,"{38, 45, 77, 22}"
2561,2022-08-26 21:23:23.000000,"{67, 25, 16}"
2562,2022-08-26 21:23:27.000000,{52}
2563,2022-08-26 21:24:05.000000,"{83, 14}"
2564,2022-08-26 21:24:56.000000,"{33, 67, 70, 79, 33}"
2566,2022-08-26 21:25:50.000000,"{77, 18, 84, 7, 45}"
2567,2022-08-26 21:26:26.000000,"{75, 16}"
2568,2022-08-26 21:26:27.000000,"{67, 76, 42}"
2569,2022-08-26 21:27:01.000000,"{81, 79, 63, 65, 5}"
2570,2022-08-26 21:28:37.000000,"{26, 20, 30, 14}"
2571,2022-08-26 21:30:58.000000,"{46, 54, 67, 76}"
2572,2022-08-26 21:32:34.000000,"{15, 56, 41, 40, 35}"
2574,2022-08-26 21:33:39.000000,"{71, 35}"
2575,2022-08-26 21:34:01.000000,"{45, 1, 50, 17}"
2577,2022-08-26 21:35:04.000000,"{46, 47, 6, 70, 4}"
2578,2022-08-26 21:35:20.000000,"{41, 5}"
2579,2022-08-26 21:35:35.000000,"{29, 80, 40, 80}"
2580,2022-08-26 21:36:27.000000,"{43, 67, 68, 62, 79}"
2581,2022-08-26 21:36:56.000000,"{57, 32}"
2582,2022-08-26 21:37:20.000000,"{31, 6}"
2583,2022-08-26 21:37:38.000000,"{48, 9}"
2584,2022-08-26 21:38:12.000000,"{52, 71, 28}"
2585,2022-08-26 21:38:59.000000,"{84, 23}"
2586,2022-08-26 21:39:08.000000,"{3, 71}"
2587,2022-08-26 21:40:54.000000,"{67, 40, 13}"
2588,2022-08-26 21:40:58.000000,"{28, 12, 16}"
2589,2022-08-26 21:41:52.000000,"{84, 26, 3}"
2590,2022-08-26 21:42:07.000000,"{5, 31, 52, 18}"
2591,2022-08-26 21:42:28.000000,"{5, 56, 41, 38, 34}"
2592,2022-08-26 21:42:32.000000,"{40, 16}"
2593,2022-08-26 21:42:33.000000,"{40, 56, 57}"
2596,2022-08-26 21:43:50.000000,"{71, 24, 6}"
2597,2022-08-26 21:44:14.000000,"{35, 76}"
2598,2022-08-26 21:45:45.000000,"{55, 3, 16}"
2599,2022-08-26 21:46:01.000000,"{66, 21, 53}"
2601,2022-08-26 21:47:56.000000,"{23, 56, 33, 45}"
2602,2022-08-26 21:48:06.000000,"{17, 9}"
2604,2022-08-26 21:48:39.000000,"{46, 63, 81, 26}"
2606,2022-08-26 21:50:08.000000,"{70, 15, 77}"
2608,2022-08-26 21:51:04.000000,"{82, 40}"
2609,2022-08-26 21:51:43.000000,"{77, 17}"
2610,2022-08-26 21:52:44.000000,"{50, 63, 34}"
2611,2022-08-26 21:53:00.000000,"{20, 1, 87}"
2612,2022-08-26 21:53:51.000000,"{77, 1, 30}"
2613,2022-08-26 21:55:31.000000,"{47, 66}"
2614,2022-08-26 21:56:32.000000,"{21, 83, 20, 6}"
2615,2022-08-26 21:57:21.000000,"{56, 86, 12}"
2617,2022-08-26 21:58:28.000000,"{37, 50}"
2618,2022-08-26 21:58:51.000000,"{78, 56, 26, 23}"
2619,2022-08-26 21:58:58.000000,"{44, 75}"
2620,2022-08-26 21:59:03.000000,"{12, 64}"
2621,2022-08-26 21:59:26.000000,"{56, 40, 8, 86, 37}"
2624,2022-08-26 22:02:01.000000,"{62, 35, 20, 78, 20}"
2625,2022-08-26 22:02:47.000000,"{19, 84, 75, 3, 82}"
2626,2022-08-26 22:03:20.000000,"{28, 35, 1}"
2628,2022-08-26 22:03:47.000000,"{7, 54, 56, 7}"
2629,2022-08-26 22:03:58.000000,"{69, 71, 9}"
2630,2022-08-26 22:04:54.000000,"{41, 70}"
2631,2022-08-26 22:05:35.000000,"{19, 54, 15, 50, 35}"
2632,2022-08-26 22:06:10.000000,"{1, 37, 2, 28}"
2633,2022-08-26 22:08:31.000000,"{84, 65, 9}"
2634,2022-08-26 22:08:37.000000,"{39, 77}"
2635,2022-08-26 22:09:11.000000,"{22, 53}"
2636,2022-08-26 22:09:13.000000,"{38, 28, 29}"
2637,2022-08-26 22:09:31.000000,{66}
2640,2022-08-26 22:11:14.000000,"{25, 35, 52, 15, 75}"
2641,2022-08-26 22:12:29.000000,"{32, 47, 48}"
2642,2022-08-26 22:13:07.000000,"{46, 86, 9, 16}"
2643,2022-08-26 22:13:22.000000,"{83, 15, 38}"
2646,2022-08-26 22:14:13.000000,"{46, 45, 7, 58, 71}"
2647,2022-08-26 22:14:29.000000,"{35, 15}"
2648,2022-08-26 22:14:33.000000,"{11, 52}"
2650,2022-08-26 22:15:18.000000,"{62, 3, 1}"
2651,2022-08-26 22:16:09.000000,"{56, 20, 23}"
2652,2022-08-26 22:17:50.000000,"{63, 26, 26, 65, 6}"
2655,2022-08-26 22:19:40.000000,"{80, 23, 38}"
2656,2022-08-26 22:20:23.000000,"{82, 27, 23, 65, 25}"
2657,2022-08-26 22:22:20.000000,"{45, 74, 71, 62}"
2658,2022-08-26 22:22:52.000000,"{80, 41, 15}"
2659,2022-08-26 22:24:04.000000,"{56, 54, 65, 17}"
2660,2022-08-26 22:24:26.000000,"{37, 65, 23, 5, 23}"
2661,2022-08-26 22:24:35.000000,"{74, 57, 42}"
2662,2022-08-26 22:25:00.000000,"{74, 8, 14, 84, 79}"
2663,2022-08-26 22:25:19.000000,"{46, 5, 50, 28, 35, 63}"
2664,2022-08-26 22:25:33.000000,"{64, 54, 26}"
2665,2022-08-26 22:25:54.000000,"{50, 3, 70, 38, 53, 87}"
2666,2022-08-26 22:27:19.000000,"{38, 56, 65, 1}"
2667,2022-08-26 22:27:53.000000,{66}
2668,2022-08-26 22:28:06.000000,"{72, 40}"
2669,2022-08-26 22:28:09.000000,{30}
2670,2022-08-26 22:29:32.000000,"{53, 38}"
2672,2022-08-26 22:30:34.000000,"{84, 31}"
2673,2022-08-26 22:30:48.000000,"{28, 20, 45}"
2674,2022-08-26 22:34:09.000000,"{29, 24, 74, 66}"
2676,2022-08-26 22:34:46.000000,"{60, 17, 12}"
2677,2022-08-26 22:35:01.000000,"{62, 56, 54}"
2678,2022-08-26 22:35:12.000000,"{20, 18, 26, 44}"
2679,2022-08-26 22:35:14.000000,"{1, 13, 32}"
2680,2022-08-26 22:35:15.000000,"{18, 56, 23, 67}"
2681,2022-08-26 22:35:18.000000,"{26, 52, 18}"
2682,2022-08-26 22:35:18.000000,"{69, 16}"
2683,2022-08-26 22:36:38.000000,"{57, 16, 39}"
2684,2022-08-26 22:36:45.000000,"{24, 39, 23, 87}"
2685,2022-08-26 22:37:27.000000,"{75, 72, 77, 57, 24, 60, 80}"
2686,2022-08-26 22:38:03.000000,"{84, 22, 20, 29}"
2687,2022-08-26 22:38:19.000000,"{56, 73, 22, 4, 74}"
2689,2022-08-26 22:39:19.000000,"{75, 30, 6}"
2690,2022-08-26 22:40:18.000000,"{23, 50}"
2691,2022-08-26 22:41:25.000000,"{23, 53, 84, 37}"
2692,2022-08-26 22:43:33.000000,"{67, 24, 8, 54}"
2693,2022-08-26 22:43:46.000000,"{31, 6, 77}"
2695,2022-08-26 22:46:12.000000,"{4, 63, 2, 12, 85}"
2696,2022-08-26 22:46:20.000000,"{6, 19, 17, 63}"
2697,2022-08-26 22:47:36.000000,"{33, 5, 23, 64}"
2699,2022-08-26 22:50:27.000000,"{87, 63, 32, 26, 74}"
2700,2022-08-26 22:50:55.000000,"{24, 55, 63, 64}"
2702,2022-08-26 22:51:56.000000,"{3, 69, 83}"
2703,2022-08-26 22:52:55.000000,"{2, 84, 63, 48}"
2704,2022-08-26 22:53:02.000000,"{23, 56, 5, 83}"
2705,2022-08-26 22:53:49.000000,{32}
2706,2022-08-26 22:55:50.000000,{38}
2707,2022-08-26 22:57:29.000000,"{77, 22}"
2708,2022-08-26 22:58:01.000000,"{15, 1, 82, 26, 46}"
2709,2022-08-26 22:59:44.000000,"{7, 25, 63, 37}"
2710,2022-08-26 23:00:19.000000,"{41, 65, 24}"
2711,2022-08-26 23:01:18.000000,"{29, 3}"
2712,2022-08-26 23:01:19.000000,"{39, 5}"
2713,2022-08-26 23:01:32.000000,"{1, 52}"
2714,2022-08-26 23:01:38.000000,"{1, 76}"
2716,2022-08-26 23:02:53.000000,"{38, 67}"
2717,2022-08-26 23:02:57.000000,"{1, 60, 77, 58, 86}"
2718,2022-08-26 23:03:09.000000,"{39, 1, 1}"
2719,2022-08-26 23:03:10.000000,"{46, 17}"
2720,2022-08-26 23:03:38.000000,"{85, 78, 47}"
2721,2022-08-26 23:05:34.000000,"{78, 35, 55, 40}"
2722,2022-08-26 23:06:06.000000,"{7, 5, 35}"
2723,2022-08-26 23:06:11.000000,"{40, 25, 35, 32}"
2724,2022-08-26 23:06:11.000000,"{3, 17, 23, 30}"
2725,2022-08-26 23:07:05.000000,"{63, 82, 55}"
2726,2022-08-26 23:07:19.000000,"{9, 14, 4}"
2727,2022-08-26 23:07:49.000000,{1}
2728,2022-08-26 23:08:09.000000,{71}
2729,2022-08-26 23:10:26.000000,"{67, 10, 78}"
2731,2022-08-26 23:14:07.000000,"{32, 56}"
2732,2022-08-26 23:14:57.000000,"{65, 66, 17}"
2733,2022-08-26 23:15:29.000000,"{57, 30, 5, 34, 82}"
2734,2022-08-26 23:16:22.000000,"{26, 57, 54, 75, 30}"
2735,2022-08-26 23:16:30.000000,"{6, 28, 39, 1}"
2736,2022-08-26 23:17:09.000000,{78}
2737,2022-08-26 23:18:07.000000,"{27, 61, 60}"
2738,2022-08-26 23:18:33.000000,"{46, 81, 75, 84}"
2739,2022-08-26 23:19:24.000000,"{30, 41, 22}"
2740,2022-08-26 23:20:12.000000,"{44, 75, 33, 65}"
2741,2022-08-26 23:20:15.000000,"{85, 46}"
2742,2022-08-26 23:23:06.000000,"{6, 21, 3, 52}"
2743,2022-08-26 23:24:02.000000,"{29, 12, 20, 18, 29}"
2745,2022-08-26 23:28:51.000000,"{30, 38, 82}"
2746,2022-08-26 23:29:06.000000,"{40, 58, 74, 56, 29}"
2747,2022-08-26 23:29:09.000000,"{16, 14, 8, 68}"
2748,2022-08-26 23:29:44.000000,"{87, 57, 66}"
2749,2022-08-26 23:30:33.000000,"{59, 34, 33, 23}"
2750,2022-08-26 23:31:30.000000,{74}
2751,2022-08-26 23:32:58.000000,"{47, 32, 39}"
2752,2022-08-26 23:33:02.000000,"{82, 61, 33, 4}"
2753,2022-08-26 23:33:11.000000,"{66, 45, 76}"
2754,2022-08-26 23:33:20.000000,"{65, 34, 79, 56}"
2755,2022-08-26 23:33:51.000000,"{25, 67, 20, 35}"
2756,2022-08-26 23:34:49.000000,"{29, 10, 45, 10}"
2757,2022-08-26 23:36:40.000000,"{33, 14, 57, 77, 32}"
2758,2022-08-26 23:37:07.000000,{16}
2759,2022-08-26 23:39:00.000000,"{6, 40, 49, 15}"
2760,2022-08-26 23:41:36.000000,"{30, 75, 44}"
2761,2022-08-26 23:41:39.000000,"{8, 70, 24, 36}"
2762,2022-08-26 23:41:45.000000,"{30, 19, 77}"
2763,2022-08-26 23:42:29.000000,"{59, 8, 22, 18}"
2764,2022-08-26 23:43:06.000000,{15}
2765,2022-08-26 23:44:26.000000,"{76, 60}"
2766,2022-08-26 23:44:49.000000,"{31, 46, 26, 15}"
2767,2022-08-26 23:45:05.000000,"{76, 60}"
2770,2022-08-26 23:47:04.000000,"{52, 84, 20}"
2771,2022-08-26 23:48:10.000000,"{84, 57, 20}"
2772,2022-08-26 23:50:05.000000,"{26, 33, 73, 47}"
2773,2022-08-26 23:51:25.000000,"{34, 40, 67}"
2774,2022-08-26 23:51:33.000000,"{26, 73}"
2775,2022-08-26 23:51:37.000000,"{64, 33, 65, 10}"
2779,2022-08-26 23:55:57.000000,"{29, 71}"
2783,2022-08-26 23:59:21.000000,"{25, 63, 76}"
2792,2022-08-27 00:04:54.000000,"{1, 84, 38}"
2796,2022-08-27 00:06:42.000000,"{67, 23}"
2798,2022-08-27 00:07:19.000000,"{19, 14, 75, 78, 11, 50}"
2805,2022-08-27 00:11:02.000000,"{83, 46, 65, 64, 3}"
2814,2022-08-27 00:15:03.000000,"{77, 66, 1, 7, 20}"
2817,2022-08-27 00:15:53.000000,"{19, 7, 70, 80, 83}"
2852,2022-08-27 00:35:36.000000,"{20, 57, 20}"
2853,2022-08-27 00:36:30.000000,"{20, 35, 74, 80}"
2857,2022-08-27 00:38:27.000000,"{47, 31}"
2859,2022-08-27 00:39:17.000000,"{87, 26, 16}"
2869,2022-08-27 00:44:58.000000,"{31, 84, 57, 20, 60, 6}"
2884,2022-08-27 00:54:08.000000,"{30, 60, 21, 10}"
2890,2022-08-27 00:59:31.000000,"{65, 8, 30}"
2893,2022-08-27 01:00:13.000000,"{33, 87, 40, 74}"
2911,2022-08-27 01:15:59.000000,"{75, 65, 31}"
2951,2022-08-27 01:47:21.000000,"{77, 67, 31, 15}"
2952,2022-08-27 01:49:03.000000,"{39, 1, 70, 33, 54}"
2953,2022-08-27 01:49:45.000000,"{71, 53, 25}"
2955,2022-08-27 01:50:17.000000,"{40, 37, 30, 4}"
2957,2022-08-27 01:50:34.000000,"{70, 76, 28}"
2958,2022-08-27 01:50:45.000000,"{39, 80, 66}"
2960,2022-08-27 01:51:07.000000,"{80, 50}"
2971,2022-08-27 02:00:11.000000,"{23, 33, 3}"
2974,2022-08-27 02:00:28.000000,"{79, 15, 60}"
2983,2022-08-27 02:07:55.000000,"{57, 46, 63, 12, 15}"
2992,2022-08-27 02:15:32.000000,"{25, 28, 28, 44, 74}"
2998,2022-08-27 02:18:27.000000,"{74, 9, 66, 42}"
3005,2022-08-27 02:31:31.000000,"{20, 56, 74, 35}"
3015,2022-08-27 02:49:17.000000,"{56, 8, 23}"
3031,2022-08-27 03:32:03.000000,"{79, 32}"
3033,2022-08-27 03:35:38.000000,"{76, 27, 34, 75}"
3035,2022-08-27 03:40:03.000000,{72}
3036,2022-08-27 03:40:08.000000,"{83, 80, 80, 76}"
3048,2022-08-27 04:00:04.000000,"{20, 65, 5, 75}"
3049,2022-08-27 04:04:14.000000,"{70, 18, 57, 37}"
3056,2022-08-27 04:15:19.000000,"{82, 46, 16}"
3064,2022-08-27 04:29:30.000000,"{84, 83}"
3065,2022-08-27 04:37:58.000000,"{71, 63, 51, 82, 66}"
3074,2022-08-27 04:56:29.000000,"{40, 78, 47, 32}"
3076,2022-08-27 05:00:20.000000,"{75, 27, 20, 50}"
3078,2022-08-27 05:03:21.000000,"{2, 56, 31, 53, 40}"
3080,2022-08-27 05:06:56.000000,"{68, 34}"
3088,2022-08-27 05:13:05.000000,"{70, 86, 86, 54, 36, 46}"
3092,2022-08-27 05:16:18.000000,"{77, 1, 32, 17}"
3110,2022-08-27 05:30:10.000000,"{44, 77, 46, 35}"
3122,2022-08-27 05:39:51.000000,"{62, 40}"
3145,2022-08-27 06:16:25.000000,"{25, 28, 58, 62}"
3149,2022-08-27 06:20:46.000000,"{1, 26, 65}"
3153,2022-08-27 06:24:37.000000,"{27, 9, 39, 34}"
3157,2022-08-27 06:26:22.000000,"{84, 40}"
3158,2022-08-27 06:27:16.000000,"{77, 14}"
3179,2022-08-27 06:54:14.000000,{21}
3180,2022-08-27 06:54:48.000000,"{27, 35, 3, 67}"
3190,2022-08-27 07:01:22.000000,"{46, 83, 32}"
3200,2022-08-27 07:09:18.000000,"{83, 58, 35}"
3217,2022-08-27 07:23:42.000000,"{23, 25, 46, 84}"
3229,2022-08-27 07:33:18.000000,"{33, 3, 33}"
3230,2022-08-27 07:33:51.000000,"{65, 32, 50, 10, 24}"
3237,2022-08-27 07:37:36.000000,"{10, 46, 50, 67, 14}"
3240,2022-08-27 07:38:50.000000,"{17, 82, 40}"
3245,2022-08-27 07:41:40.000000,"{9, 34, 44}"
3254,2022-08-27 07:50:18.000000,"{56, 33}"
3260,2022-08-27 07:53:51.000000,"{77, 85, 47, 53}"
3268,2022-08-27 08:01:59.000000,"{25, 53, 70, 84}"
3279,2022-08-27 08:08:25.000000,"{47, 8}"
3284,2022-08-27 08:12:57.000000,"{30, 71}"
3294,2022-08-27 08:18:10.000000,"{3, 69}"
3297,2022-08-27 08:19:16.000000,"{58, 67, 75}"
3319,2022-08-27 08:32:51.000000,{87}
3322,2022-08-27 08:33:29.000000,"{53, 3, 21, 75, 28}"
3335,2022-08-27 08:42:55.000000,"{80, 56, 30}"
3344,2022-08-27 08:46:49.000000,"{40, 31, 82, 55}"
3347,2022-08-27 08:47:46.000000,"{25, 54, 4, 28, 2}"
3350,2022-08-27 08:51:12.000000,"{80, 71, 23, 76}"
3355,2022-08-27 08:57:39.000000,"{21, 58, 62, 25}"
3370,2022-08-27 09:07:40.000000,"{28, 31, 5, 56}"
3373,2022-08-27 09:10:11.000000,"{80, 70, 31, 7}"
3374,2022-08-27 09:12:03.000000,"{19, 74, 68}"
3380,2022-08-27 09:15:06.000000,"{7, 10, 24, 2, 1}"
3385,2022-08-27 09:17:23.000000,"{25, 40, 15, 67, 69}"
3395,2022-08-27 09:20:56.000000,"{74, 9, 76, 82}"
3401,2022-08-27 09:26:27.000000,"{34, 84, 18}"
